P1	P2	A	D
-9.523266915241034303e-01	8.620105273653814182e-01	2.000000000000000000e+00	3.000000000000000000e+00
-9.794468492287171646e-01	8.488059180283926697e-01	2.000000000000000000e+00	3.000000000000000000e+00
-6.205165744036656994e-01	8.686928056302630763e-01	2.000000000000000000e+00	3.000000000000000000e+00
-2.962188152418361864e-01	7.785111289903735576e-01	2.000000000000000000e+00	3.000000000000000000e+00
3.193993409375109338e-01	-7.470684333763883966e-01	3.000000000000000000e+00	3.000000000000000000e+00
3.707214940553192895e-01	7.207460562619713018e-01	2.000000000000000000e+00	3.000000000000000000e+00
-1.774930077164949216e+00	-6.035782767670999638e-01	3.000000000000000000e+00	3.000000000000000000e+00
1.270387886732620708e-01	-1.215739234063605068e+00	3.000000000000000000e+00	4.000000000000000000e+00
5.174108860135071541e-01	-1.139011626441542635e+00	3.000000000000000000e+00	4.000000000000000000e+00
-9.442839736999077971e-01	8.183105843601559681e-02	2.000000000000000000e+00	4.000000000000000000e+00
-2.206139358018325058e+00	3.770981416590739599e-01	2.000000000000000000e+00	4.000000000000000000e+00
-1.027549947586257062e+00	-7.432701850708316460e-01	3.000000000000000000e+00	4.000000000000000000e+00
1.179239494929211318e+00	-1.166298475721308847e+00	3.000000000000000000e+00	4.000000000000000000e+00
1.184047136021086466e+00	-1.165379907431885798e+00	3.000000000000000000e+00	4.000000000000000000e+00
1.018551608640653416e+00	1.291203976586890734e-01	2.000000000000000000e+00	4.000000000000000000e+00
-3.916421160028179527e-01	-9.556288273920154897e-01	3.000000000000000000e+00	4.000000000000000000e+00
-6.232163065448893535e-01	-1.070717104863168956e+00	3.000000000000000000e+00	4.000000000000000000e+00
-3.691172063848247586e-01	-1.182492054707577456e+00	3.000000000000000000e+00	4.000000000000000000e+00
-1.430875008472427323e+00	-1.239824776186522870e+00	3.000000000000000000e+00	4.000000000000000000e+00
-1.015947055976361701e+00	3.502519354688295866e-02	2.000000000000000000e+00	5.000000000000000000e+00
-9.962575107709036315e-01	-3.027881946608909081e-01	2.000000000000000000e+00	5.000000000000000000e+00
-6.773672546351806600e-01	-1.646334130279203167e+00	3.000000000000000000e+00	5.000000000000000000e+00
-6.221831182264477844e-01	-2.972180003201193577e-01	2.000000000000000000e+00	5.000000000000000000e+00
-8.616085270134634655e-01	-1.492624221550356234e+00	3.000000000000000000e+00	5.000000000000000000e+00
-9.517731090064446287e-01	-1.623300033507951490e+00	3.000000000000000000e+00	5.000000000000000000e+00
-1.892666216598501761e+00	-2.127967056214637442e-01	2.000000000000000000e+00	5.000000000000000000e+00
-9.658371539153494112e-01	-1.452632470663948183e+00	3.000000000000000000e+00	5.000000000000000000e+00
-1.343834009740688673e+00	-2.051016734612289838e-01	2.000000000000000000e+00	5.000000000000000000e+00
-4.568280589593847751e-01	-3.367852586604534459e-01	2.000000000000000000e+00	5.000000000000000000e+00
-1.177214159339480481e+00	-1.130875792900598809e+00	3.000000000000000000e+00	5.000000000000000000e+00
-1.878699614053524813e+00	1.360178433650827579e+00	2.000000000000000000e+00	1.000000000000000000e+00
-2.128593029916196588e+00	1.575254850244144578e+00	2.000000000000000000e+00	1.000000000000000000e+00
-1.588339601150769997e+00	1.087128792868417293e-01	3.000000000000000000e+00	1.000000000000000000e+00
-1.363263969070108272e+00	1.182511228822602289e+00	2.000000000000000000e+00	2.000000000000000000e+00
-7.027929150978819983e-01	4.007912744818035722e-01	3.000000000000000000e+00	1.000000000000000000e+00
-1.522464170882230849e+00	4.136858867014506919e-02	3.000000000000000000e+00	1.000000000000000000e+00
2.372192371495132068e+00	1.265228511198245975e+00	2.000000000000000000e+00	2.000000000000000000e+00
3.344192934261315475e+00	1.123828126451076770e+00	2.000000000000000000e+00	2.000000000000000000e+00
2.186426304314429192e+00	1.261092938311369149e+00	2.000000000000000000e+00	2.000000000000000000e+00
3.934129731841362609e+00	-7.078526017898183476e-01	3.000000000000000000e+00	3.000000000000000000e+00
3.103600259783702242e+00	4.555452418627922717e-01	2.000000000000000000e+00	3.000000000000000000e+00
3.103600259783702242e+00	4.555452418627922717e-01	2.000000000000000000e+00	3.000000000000000000e+00
-1.345590909838537907e+00	5.263947297647478818e-01	2.000000000000000000e+00	3.000000000000000000e+00
-9.121897988918955535e-01	4.737215622793664038e-01	2.000000000000000000e+00	3.000000000000000000e+00
5.680000917810563710e-01	-5.201908476918287727e-01	3.000000000000000000e+00	3.000000000000000000e+00
5.680000917810563710e-01	-5.201908476918287727e-01	3.000000000000000000e+00	3.000000000000000000e+00
2.605847664343516890e+00	6.111103006205003130e-01	2.000000000000000000e+00	3.000000000000000000e+00
1.702858897651938319e+00	-1.219313919927834222e+00	3.000000000000000000e+00	4.000000000000000000e+00
3.710282895036089101e+00	3.753478685555189376e-01	2.000000000000000000e+00	4.000000000000000000e+00
2.272985168792259092e+00	-1.180148080807922550e+00	3.000000000000000000e+00	4.000000000000000000e+00
1.516463991755646834e+00	5.634094868328339695e-02	2.000000000000000000e+00	4.000000000000000000e+00
1.655826348798559389e+00	-1.184081881085581101e+00	3.000000000000000000e+00	4.000000000000000000e+00
1.914988670215241662e+00	1.179833822450629226e-02	2.000000000000000000e+00	4.000000000000000000e+00
3.092624831271244545e+00	-1.113783375813303556e+00	3.000000000000000000e+00	4.000000000000000000e+00
2.144464400261993031e+00	1.690698708476617157e-02	2.000000000000000000e+00	4.000000000000000000e+00
2.415896021459962295e+00	-1.190378954540802114e+00	3.000000000000000000e+00	4.000000000000000000e+00
2.832273809663503616e+00	-1.034452879027794703e+00	3.000000000000000000e+00	4.000000000000000000e+00
1.827509271504188959e+00	9.515769046971075951e-02	2.000000000000000000e+00	4.000000000000000000e+00
1.135341033777155895e+00	5.284363658185151635e-01	2.000000000000000000e+00	4.000000000000000000e+00
1.282861145950066950e+00	5.317204972286821985e-01	2.000000000000000000e+00	4.000000000000000000e+00
1.631254338182865693e+00	8.799330958223706978e-02	2.000000000000000000e+00	4.000000000000000000e+00
3.991097098077094785e+00	-6.032824603841178135e-01	3.000000000000000000e+00	4.000000000000000000e+00
1.099935691293736584e+00	5.286400441973919673e-01	2.000000000000000000e+00	4.000000000000000000e+00
2.464226652276499507e+00	-1.028258205354548371e+00	3.000000000000000000e+00	5.000000000000000000e+00
2.669224455556342690e+00	-1.022702609122065232e+00	3.000000000000000000e+00	5.000000000000000000e+00
4.742868998472824948e+00	-1.863013452541354864e+00	3.000000000000000000e+00	6.000000000000000000e+00
5.083589415659353961e+00	-1.867189242539760041e+00	3.000000000000000000e+00	6.000000000000000000e+00
7.533600475732407098e-01	-2.006033500851904794e+00	3.000000000000000000e+00	7.000000000000000000e+00
-1.527080841385635157e+00	-6.862944514590941791e-01	2.000000000000000000e+00	7.000000000000000000e+00
4.925614435847546768e-01	1.592816951979557638e+00	2.000000000000000000e+00	1.000000000000000000e+00
1.332645981348064279e-01	3.677023843737728392e-01	3.000000000000000000e+00	1.000000000000000000e+00
4.841725916565030041e-01	1.194742002331437458e+00	2.000000000000000000e+00	1.000000000000000000e+00
-5.596442379042307902e-01	4.048797982194661804e-01	3.000000000000000000e+00	1.000000000000000000e+00
-3.142369709092808217e-01	1.574457355765377597e+00	2.000000000000000000e+00	1.000000000000000000e+00
-1.101856845603241597e+00	1.605416174250060779e+00	2.000000000000000000e+00	1.000000000000000000e+00
-1.029164120450938746e+00	1.133231892620285119e+00	2.000000000000000000e+00	1.000000000000000000e+00
-1.604559354641803548e-01	3.730001480597444630e-02	3.000000000000000000e+00	2.000000000000000000e+00
-1.634902626662575020e+00	-2.278863479601344333e-01	3.000000000000000000e+00	2.000000000000000000e+00
-1.206251685350933300e+00	-2.105364824706610627e-01	3.000000000000000000e+00	2.000000000000000000e+00
-1.670169656410954440e-01	3.328976974144209344e-01	2.000000000000000000e+00	3.000000000000000000e+00
-5.042112502586428013e-02	3.799423607755753607e-01	2.000000000000000000e+00	3.000000000000000000e+00
-8.138695117434230353e-01	-6.726619546422748508e-01	3.000000000000000000e+00	3.000000000000000000e+00
-1.478060188938821407e+00	7.788807236669301748e-01	2.000000000000000000e+00	3.000000000000000000e+00
-1.582527102530594920e+00	-1.155497189600738439e+00	3.000000000000000000e+00	4.000000000000000000e+00
2.149211968374911574e+00	1.031310595661588114e-01	2.000000000000000000e+00	4.000000000000000000e+00
-1.784484347776754021e+00	-1.127292649693246496e+00	3.000000000000000000e+00	4.000000000000000000e+00
1.533857251486696383e+00	-3.126558429907571601e-01	2.000000000000000000e+00	5.000000000000000000e+00
1.927276406169504464e+00	-1.383783745639871388e+00	3.000000000000000000e+00	5.000000000000000000e+00
1.353567821522201786e+00	-1.060107495244392739e+00	3.000000000000000000e+00	5.000000000000000000e+00
1.339719656205710763e+00	-4.351694736713304645e-02	2.000000000000000000e+00	5.000000000000000000e+00
-8.248889353451335227e-01	-4.793966080861072898e-02	2.000000000000000000e+00	5.000000000000000000e+00
8.109678145857142362e-02	-1.652640974054445655e-01	2.000000000000000000e+00	5.000000000000000000e+00
8.467843188059728243e-01	-1.528373283851558462e+00	3.000000000000000000e+00	5.000000000000000000e+00
6.780968863195855345e-01	-3.425243843839608227e-01	2.000000000000000000e+00	5.000000000000000000e+00
2.031885579077223003e+00	-1.564122125924406470e+00	3.000000000000000000e+00	5.000000000000000000e+00
-5.219716251891549641e-01	-1.434153306240133707e+00	3.000000000000000000e+00	5.000000000000000000e+00
1.191630600128526174e+00	-3.556802785413674672e-01	2.000000000000000000e+00	5.000000000000000000e+00
1.906362823247421012e+00	-1.582787657057575403e+00	3.000000000000000000e+00	5.000000000000000000e+00
1.742339033116940383e+00	-1.530229224234614938e+00	3.000000000000000000e+00	5.000000000000000000e+00
2.683051428809775540e+00	1.377176234464131177e+00	2.000000000000000000e+00	1.000000000000000000e+00
2.629211600002188121e+00	4.323348113233076856e-02	3.000000000000000000e+00	1.000000000000000000e+00
1.916836168017634900e+00	1.633451461828091533e+00	2.000000000000000000e+00	1.000000000000000000e+00
2.506931917996135795e+00	1.246978514138591621e+00	2.000000000000000000e+00	1.000000000000000000e+00
1.748217993647952495e+00	4.715871083362539462e-01	3.000000000000000000e+00	1.000000000000000000e+00
2.222360392377649596e+00	1.250172053239314574e+00	2.000000000000000000e+00	1.000000000000000000e+00
2.404763371701077457e+00	3.652350615182559795e-02	3.000000000000000000e+00	1.000000000000000000e+00
2.277402232719658137e+00	6.269485616575508347e-02	3.000000000000000000e+00	1.000000000000000000e+00
2.495781553019682075e+00	3.150806650295201461e-02	3.000000000000000000e+00	1.000000000000000000e+00
1.421597826751240135e+00	1.162261860302794478e-02	3.000000000000000000e+00	1.000000000000000000e+00
4.351021906581745924e+00	3.745173174870191635e-01	3.000000000000000000e+00	1.000000000000000000e+00
2.577149395687483135e+00	1.227478437577741444e+00	2.000000000000000000e+00	1.000000000000000000e+00
2.016289193763826759e+00	1.410014078082868272e+00	2.000000000000000000e+00	1.000000000000000000e+00
2.085244232814325027e+00	1.355790054980216874e+00	2.000000000000000000e+00	1.000000000000000000e+00
1.596307419998568067e+00	1.200142243193544678e+00	2.000000000000000000e+00	1.000000000000000000e+00
1.623565886310890383e+00	1.286055919868878794e+00	2.000000000000000000e+00	1.000000000000000000e+00
2.196477826971835245e+00	1.472489734008302964e+00	2.000000000000000000e+00	1.000000000000000000e+00
2.491637025543933515e+00	1.310701238256781531e+00	2.000000000000000000e+00	1.000000000000000000e+00
2.789287853161059871e+00	8.300263784681164436e-01	2.000000000000000000e+00	2.000000000000000000e+00
2.857266868110153180e+00	1.113799590039942444e+00	2.000000000000000000e+00	2.000000000000000000e+00
1.894226692492978925e+00	1.255579795346622118e+00	2.000000000000000000e+00	2.000000000000000000e+00
1.288646230796938408e+00	1.009954456691929847e+00	2.000000000000000000e+00	2.000000000000000000e+00
1.368827039905271992e+00	9.597297738711935144e-01	2.000000000000000000e+00	2.000000000000000000e+00
1.794021216521854534e+00	-1.817336499034831465e-02	3.000000000000000000e+00	2.000000000000000000e+00
1.806372412271070704e+00	-4.054463099313165286e-01	3.000000000000000000e+00	2.000000000000000000e+00
1.520120079636888333e+00	-4.361063444959000779e-01	3.000000000000000000e+00	2.000000000000000000e+00
2.569696245948514868e+00	8.649135854718148497e-01	2.000000000000000000e+00	2.000000000000000000e+00
2.225009922470624346e+00	1.093321976618639946e+00	2.000000000000000000e+00	2.000000000000000000e+00
3.859933440489746181e-01	5.573943017149699669e-02	3.000000000000000000e+00	2.000000000000000000e+00
3.271292860595390595e-01	1.264278690476321021e+00	2.000000000000000000e+00	2.000000000000000000e+00
7.784301490735165974e-01	1.277030799675999750e+00	2.000000000000000000e+00	2.000000000000000000e+00
7.919158699707240512e-01	7.141108625252741426e-02	3.000000000000000000e+00	2.000000000000000000e+00
7.620390254987486900e-01	1.276665896185981142e+00	2.000000000000000000e+00	2.000000000000000000e+00
9.963223966373749851e-01	1.282693113335664048e+00	2.000000000000000000e+00	2.000000000000000000e+00
2.209419682002371488e+00	-4.173344766812845941e-01	3.000000000000000000e+00	2.000000000000000000e+00
1.839087126790925231e+00	-3.709920223173916454e-01	3.000000000000000000e+00	2.000000000000000000e+00
1.886763067103614855e+00	1.315823896025412942e+00	2.000000000000000000e+00	2.000000000000000000e+00
3.090005042217811582e+00	-3.767879422402525269e-01	3.000000000000000000e+00	2.000000000000000000e+00
9.911963519275218681e-01	1.113949075669551814e+00	2.000000000000000000e+00	2.000000000000000000e+00
2.642778397212371289e+00	-6.041914633692518910e-01	3.000000000000000000e+00	3.000000000000000000e+00
3.520329374299455694e-01	3.489614742225111144e-01	2.000000000000000000e+00	3.000000000000000000e+00
2.241111860401804601e-01	-6.714719512364144549e-01	3.000000000000000000e+00	3.000000000000000000e+00
5.133092259308124072e-01	-7.475452880974724490e-01	3.000000000000000000e+00	3.000000000000000000e+00
1.909750254435823136e+00	-7.902600550574547800e-01	3.000000000000000000e+00	3.000000000000000000e+00
3.860365879967350367e+00	-6.522928971645048923e-01	3.000000000000000000e+00	3.000000000000000000e+00
2.972232314856276814e-01	4.892581011708990180e-01	2.000000000000000000e+00	3.000000000000000000e+00
1.727625322118256701e+00	4.148137710625623420e-01	2.000000000000000000e+00	3.000000000000000000e+00
1.286454059102794867e+00	9.146692452032167964e-01	2.000000000000000000e+00	3.000000000000000000e+00
3.373705736030322200e+00	-5.235940006677738401e-01	3.000000000000000000e+00	3.000000000000000000e+00
5.166246985106716094e-01	8.340172748177776541e-01	2.000000000000000000e+00	3.000000000000000000e+00
1.417525700170666259e+00	4.956139572448332586e-01	2.000000000000000000e+00	3.000000000000000000e+00
9.289109853676756900e-01	9.029223440566429559e-01	2.000000000000000000e+00	3.000000000000000000e+00
1.529480300199941079e+00	9.190876776979080010e-01	2.000000000000000000e+00	3.000000000000000000e+00
1.529480300199941079e+00	9.190876776979080010e-01	2.000000000000000000e+00	3.000000000000000000e+00
-1.847874995395786923e+00	-1.522077833716251050e+00	3.000000000000000000e+00	6.000000000000000000e+00
-3.483936743548858295e-01	1.485050507451259397e-02	3.000000000000000000e+00	1.000000000000000000e+00
9.311620926701776879e-01	1.122992999666641900e+00	2.000000000000000000e+00	1.000000000000000000e+00
1.363970453177744568e+00	1.125969290388161070e+00	2.000000000000000000e+00	1.000000000000000000e+00
-1.217472554921301242e+00	3.861773551583023711e-01	3.000000000000000000e+00	1.000000000000000000e+00
-1.430337906528131642e+00	1.201530059208562484e+00	2.000000000000000000e+00	1.000000000000000000e+00
-5.997773545003759477e-02	8.348597967557681576e-01	2.000000000000000000e+00	2.000000000000000000e+00
-2.134511855793122415e+00	1.199249908729178360e+00	2.000000000000000000e+00	2.000000000000000000e+00
-1.081410381564953171e+00	1.224806017910554656e+00	2.000000000000000000e+00	2.000000000000000000e+00
-1.129927685522876368e+00	1.222914373647749242e+00	2.000000000000000000e+00	2.000000000000000000e+00
-1.430687197891696849e+00	-9.051212453433084282e-02	3.000000000000000000e+00	2.000000000000000000e+00
-1.651017604678336470e+00	9.390775358388833149e-01	2.000000000000000000e+00	2.000000000000000000e+00
1.705425235961717245e+00	6.973531769061040997e-01	2.000000000000000000e+00	3.000000000000000000e+00
-8.307219097940090613e-01	7.968086085395817975e-01	2.000000000000000000e+00	3.000000000000000000e+00
2.752515853319873473e-01	-6.705137923325232840e-01	3.000000000000000000e+00	3.000000000000000000e+00
-2.287366703529335188e-01	8.718303973450792776e-01	2.000000000000000000e+00	3.000000000000000000e+00
-1.991818296618142581e+00	8.274551254485479346e-01	2.000000000000000000e+00	3.000000000000000000e+00
-1.819369782088313903e+00	4.537238327618282052e-01	2.000000000000000000e+00	3.000000000000000000e+00
-1.659014146419750535e+00	-7.643235931444507525e-01	3.000000000000000000e+00	4.000000000000000000e+00
-1.612681388219819434e+00	-7.642840025299821871e-01	3.000000000000000000e+00	4.000000000000000000e+00
-2.039346165360135910e+00	-7.671853775174940493e-01	3.000000000000000000e+00	4.000000000000000000e+00
-1.147188598957305627e+00	8.831343334988071836e-02	2.000000000000000000e+00	5.000000000000000000e+00
1.403702349841714270e+00	6.503733453550242238e-02	3.000000000000000000e+00	1.000000000000000000e+00
1.596963486764948259e+00	1.199345309400795090e+00	2.000000000000000000e+00	1.000000000000000000e+00
1.827421094813554525e+00	-6.605466128021726668e-02	3.000000000000000000e+00	1.000000000000000000e+00
1.532134724651452951e+00	1.201110477534123477e+00	2.000000000000000000e+00	1.000000000000000000e+00
2.116693915169035822e+00	1.696815851903965555e+00	2.000000000000000000e+00	1.000000000000000000e+00
-1.477822295690794929e+00	1.208873518139814474e+00	2.000000000000000000e+00	1.000000000000000000e+00
-1.391880854173326743e+00	1.316519396748483617e+00	2.000000000000000000e+00	1.000000000000000000e+00
-1.220750545289927436e+00	3.856535244978818167e-01	3.000000000000000000e+00	1.000000000000000000e+00
2.390595625281688452e+00	-4.121288668693287582e-01	3.000000000000000000e+00	2.000000000000000000e+00
1.493816661438539750e+00	8.739970810092959619e-01	2.000000000000000000e+00	2.000000000000000000e+00
2.314103715266105254e+00	-4.138317498227487845e-01	3.000000000000000000e+00	2.000000000000000000e+00
2.335936035822568257e+00	-4.021037182914280472e-01	3.000000000000000000e+00	2.000000000000000000e+00
8.383390976977443954e-01	8.277830105300622021e-01	2.000000000000000000e+00	2.000000000000000000e+00
2.072445208527307070e+00	1.004449297862598928e-01	3.000000000000000000e+00	2.000000000000000000e+00
-4.476036362231023968e-01	-1.184273275589116936e-01	2.000000000000000000e+00	5.000000000000000000e+00
-2.189422015552698664e+00	7.130966953173872858e-02	2.000000000000000000e+00	5.000000000000000000e+00
-2.441487137486411552e+00	6.023545077929996078e-02	2.000000000000000000e+00	5.000000000000000000e+00
-2.221229702752311574e+00	-3.212612149797837158e-01	2.000000000000000000e+00	6.000000000000000000e+00
-2.078922684013480016e+00	-3.131819431914891982e+00	4.000000000000000000e+00	7.000000000000000000e+00
1.531599582144020089e-01	4.608523476466393209e-02	3.000000000000000000e+00	2.000000000000000000e+00
-1.690042621854457083e+00	4.483142663347234325e-01	2.000000000000000000e+00	4.000000000000000000e+00
-2.236397087159228025e+00	-2.747212967405190855e-03	2.000000000000000000e+00	5.000000000000000000e+00
-1.272279047600177071e+00	-1.849912351564047208e+00	3.000000000000000000e+00	6.000000000000000000e+00
-4.162269312484532247e-01	-1.014616624694569147e+00	2.000000000000000000e+00	7.000000000000000000e+00
-4.162269312484532247e-01	-1.014616624694569147e+00	2.000000000000000000e+00	7.000000000000000000e+00
-1.507118889108866825e-03	1.303577965553401885e+00	2.000000000000000000e+00	1.000000000000000000e+00
-4.442472175082982644e-01	1.624384261908807581e+00	2.000000000000000000e+00	1.000000000000000000e+00
8.633626619928528312e-01	-6.527322155015216065e-01	3.000000000000000000e+00	3.000000000000000000e+00
1.027206799129486869e+00	3.709879582695130851e-01	2.000000000000000000e+00	3.000000000000000000e+00
1.027206799129486869e+00	3.709879582695130851e-01	2.000000000000000000e+00	3.000000000000000000e+00
5.668452535076303755e-01	4.660556511403083912e-01	2.000000000000000000e+00	3.000000000000000000e+00
1.322855822588644203e+00	2.992951129047784903e-02	2.000000000000000000e+00	4.000000000000000000e+00
-1.985835146828634601e+00	5.985237539544209506e-02	2.000000000000000000e+00	5.000000000000000000e+00
-1.381739734439033862e+00	-7.386593220647961200e-01	2.000000000000000000e+00	6.000000000000000000e+00
-2.048535150868433075e+00	-7.016903875058532192e-01	2.000000000000000000e+00	7.000000000000000000e+00
-1.066477872537534344e+00	2.511729402388238400e-02	2.000000000000000000e+00	4.000000000000000000e+00
-1.301633383022591905e+00	-1.232747280814056490e+00	3.000000000000000000e+00	4.000000000000000000e+00
-1.162794324670030743e+00	-2.345867161084292718e+00	4.000000000000000000e+00	5.000000000000000000e+00
-9.980376363703247211e-01	-6.606157508974366266e-01	2.000000000000000000e+00	7.000000000000000000e+00
-1.218040729263554001e+00	1.269062391916771171e+00	2.000000000000000000e+00	1.000000000000000000e+00
-1.308538372196036192e+00	5.122218860871800006e-01	2.000000000000000000e+00	3.000000000000000000e+00
-1.644671286081850203e+00	-2.698453395785970876e+00	4.000000000000000000e+00	5.000000000000000000e+00
9.311322829085578734e-01	1.271742457119234004e-01	2.000000000000000000e+00	4.000000000000000000e+00
1.218523081906494498e+00	1.340230701993323226e-01	2.000000000000000000e+00	4.000000000000000000e+00
-8.006514346262565418e-01	9.354109980487133880e-02	2.000000000000000000e+00	5.000000000000000000e+00
-1.577380055131103909e+00	-2.355908316624180543e+00	4.000000000000000000e+00	5.000000000000000000e+00
-2.320352622564175959e+00	5.579400475796562203e-02	2.000000000000000000e+00	5.000000000000000000e+00
-1.037662605847648800e+00	-1.214873107556230097e-01	2.000000000000000000e+00	5.000000000000000000e+00
-1.968621947746814094e+00	-1.964241198157715418e-01	2.000000000000000000e+00	5.000000000000000000e+00
2.752711340069959878e-01	-3.062818281371550544e+00	4.000000000000000000e+00	7.000000000000000000e+00
-2.153594362181388278e-01	-6.463622123923531415e-01	2.000000000000000000e+00	7.000000000000000000e+00
-7.971132432575332993e-01	1.075410406438263244e+00	2.000000000000000000e+00	1.000000000000000000e+00
-1.502115852289624298e+00	1.423276860167916213e+00	2.000000000000000000e+00	1.000000000000000000e+00
-1.662833753140905868e+00	1.374286375246544845e+00	2.000000000000000000e+00	1.000000000000000000e+00
-4.851916438978381985e-01	1.158466022972370224e+00	2.000000000000000000e+00	1.000000000000000000e+00
-1.461998271720642006e-01	-1.914903482054875969e-02	3.000000000000000000e+00	1.000000000000000000e+00
-3.856600347930865813e-01	4.221654727593717182e-01	3.000000000000000000e+00	1.000000000000000000e+00
-1.251188915843079785e+00	3.948192029384867685e-01	3.000000000000000000e+00	1.000000000000000000e+00
3.975630971214516585e+00	5.240668933203591201e-02	3.000000000000000000e+00	1.000000000000000000e+00
-1.407543837137632758e+00	1.433782816012661998e+00	2.000000000000000000e+00	1.000000000000000000e+00
-1.813711713819064375e+00	-2.178164899871788962e-01	2.000000000000000000e+00	5.000000000000000000e+00
-1.740289819792309345e+00	-1.528083313184101621e+00	3.000000000000000000e+00	6.000000000000000000e+00
-1.573936835614025975e+00	1.214434707862314777e+00	2.000000000000000000e+00	2.000000000000000000e+00
-2.320277922973825291e+00	1.195114335842301756e+00	2.000000000000000000e+00	2.000000000000000000e+00
-1.344618378106254009e-01	8.763260320891709254e-01	2.000000000000000000e+00	3.000000000000000000e+00
9.010858593847508313e-01	-2.894013348305149780e+00	4.000000000000000000e+00	6.000000000000000000e+00
5.019161307953495799e-01	-3.851623507054459661e-01	2.000000000000000000e+00	5.000000000000000000e+00
-1.317475338446560285e+00	-3.240383812791351459e-01	2.000000000000000000e+00	5.000000000000000000e+00
-1.317475338446560285e+00	-3.240383812791351459e-01	2.000000000000000000e+00	5.000000000000000000e+00
4.797190394208238340e-01	-2.792687229719584163e+00	4.000000000000000000e+00	6.000000000000000000e+00
1.605912739305526804e+00	-2.310276293157937477e+00	3.000000000000000000e+00	7.000000000000000000e+00
1.813740777022697870e+00	-2.254677887005198222e+00	3.000000000000000000e+00	7.000000000000000000e+00
1.478234822864907594e+00	-4.752677160570716042e-02	3.000000000000000000e+00	1.000000000000000000e+00
-1.602023703634642970e+00	1.326929029563938878e+00	2.000000000000000000e+00	1.000000000000000000e+00
-1.030898026202349715e+00	7.734554475881887381e-01	2.000000000000000000e+00	2.000000000000000000e+00
4.020062740424611425e-01	-2.244112549470091089e+00	4.000000000000000000e+00	4.000000000000000000e+00
-9.780146040990804757e-01	4.687643435577821815e-01	2.000000000000000000e+00	4.000000000000000000e+00
1.593446693791043811e-02	1.053193811739534941e-01	2.000000000000000000e+00	4.000000000000000000e+00
7.340886791613984164e-01	1.294486825222584958e-02	2.000000000000000000e+00	4.000000000000000000e+00
4.178900467610476843e-01	1.814933239966118883e-01	2.000000000000000000e+00	4.000000000000000000e+00
2.328897850021493521e-01	-2.345785159912544326e+00	4.000000000000000000e+00	4.000000000000000000e+00
-6.188592205084271214e-01	3.762362957133599806e-01	2.000000000000000000e+00	4.000000000000000000e+00
-8.038164440600357175e-01	2.922022028725723697e-01	2.000000000000000000e+00	4.000000000000000000e+00
-5.150311082647610755e-02	2.800538207210445107e-01	2.000000000000000000e+00	4.000000000000000000e+00
1.114046417233946817e+00	-3.583091883189556959e-01	2.000000000000000000e+00	5.000000000000000000e+00
4.913667348393559453e-01	-3.776278325240694511e-01	2.000000000000000000e+00	5.000000000000000000e+00
5.155594718639177065e-01	-3.654026906534072472e-01	2.000000000000000000e+00	5.000000000000000000e+00
-1.305181440707627205e+00	-1.680031150160143927e+00	3.000000000000000000e+00	6.000000000000000000e+00
-1.580256657209064830e-01	9.111686251142232518e-01	2.000000000000000000e+00	2.000000000000000000e+00
4.687165204469663782e-01	7.484337119258660520e-01	2.000000000000000000e+00	2.000000000000000000e+00
-1.963466842531602419e+00	8.372984011259690940e-01	2.000000000000000000e+00	3.000000000000000000e+00
-3.505182306759928590e-01	6.086723808542060521e-01	2.000000000000000000e+00	3.000000000000000000e+00
-5.228718070708338050e-01	1.987486949900655331e-01	2.000000000000000000e+00	4.000000000000000000e+00
-1.240634554058240191e+00	-7.480139304410731160e-01	3.000000000000000000e+00	4.000000000000000000e+00
-1.191461183333936358e+00	-7.469192199710172897e-01	3.000000000000000000e+00	4.000000000000000000e+00
-1.515640757979027864e+00	-2.805513796476716060e+00	4.000000000000000000e+00	5.000000000000000000e+00
-2.153684700049135259e+00	-1.159016379612291425e+00	3.000000000000000000e+00	5.000000000000000000e+00
-9.929734825442118051e-01	8.835786559715297361e-02	2.000000000000000000e+00	5.000000000000000000e+00
-1.252912414203718461e+00	-2.868978203159878948e+00	4.000000000000000000e+00	6.000000000000000000e+00
-2.143298229555159473e+00	-1.578267448506761150e+00	3.000000000000000000e+00	6.000000000000000000e+00
-2.011233241290575791e+00	1.579129939127444926e+00	2.000000000000000000e+00	1.000000000000000000e+00
-9.766466828820248303e-01	1.232330460655243209e+00	2.000000000000000000e+00	2.000000000000000000e+00
1.034275500164589523e-01	7.090342870782160301e-01	2.000000000000000000e+00	2.000000000000000000e+00
4.713702361321862044e-01	1.269293241038151665e+00	2.000000000000000000e+00	2.000000000000000000e+00
-1.223466785879608443e+00	1.221643520997060639e+00	2.000000000000000000e+00	2.000000000000000000e+00
-1.677678641996988462e+00	-2.586768267319714987e+00	4.000000000000000000e+00	5.000000000000000000e+00
-1.667679973324644349e+00	3.720970229707072363e-01	3.000000000000000000e+00	1.000000000000000000e+00
-2.707752804725152562e-01	-6.929053707749974755e-01	2.000000000000000000e+00	6.000000000000000000e+00
-1.744929550696657783e+00	-2.960749854638515810e+00	4.000000000000000000e+00	6.000000000000000000e+00
-2.261807763249313652e+00	1.589090326629938321e+00	2.000000000000000000e+00	1.000000000000000000e+00
3.347775396757868838e-01	1.266252378621330443e+00	2.000000000000000000e+00	2.000000000000000000e+00
